school name,school county,alat,alon,grades,schoolScore
ANDERSON MILL ELEMENTARY,TRAVIS COUNTY,30.455681,-97.809997,0,0.0
PEREZ ELEMENTARY,TRAVIS COUNTY,30.169154,-97.749502,D,16.67
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.321353000000002,-97.84288000000001,A+,100.0
FOREST CREEK ELEMENTARY,WILLIAMSON COUNTY,30.528018,-97.61505,B+,75.0
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.210615,-97.81308,F,0.0
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.500041999999997,-97.88322600000001,B-,58.33
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.342087,-97.722482,B+,75.0
MILLS ELEMENTARY,TRAVIS COUNTY,30.224446999999998,-97.886815,A,96.67
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.351644,-97.51110899999999,F,0.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.289403000000004,-97.838339,A-,83.34
ORTEGA ELEMENTARY,TRAVIS COUNTY,30.273398999999998,-97.68766600000001,C+,50.0
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.302821,-97.682165,D+,25.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.305109,-97.770451,A,96.67
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.508653000000002,-97.894627,D+,25.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.328296999999996,-97.845413,A+,100.0
MCBEE ELEMENTARY,TRAVIS COUNTY,30.390584999999998,-97.687015,B-,58.33
ODOM ELEMENTARY,TRAVIS COUNTY,30.199879,-97.78751,C,41.67
PILLOW ELEMENTARY,TRAVIS COUNTY,30.372481,-97.73206,D,16.67
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.305159000000003,-97.672724,D+,25.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.365008000000003,-97.94658000000001,B,66.67
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.297543,-97.839588,A-,83.34
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.245967999999998,-97.55425799999999,0,0.0
TRAVIS HTS ELEMENTARY,TRAVIS COUNTY,30.237089,-97.74656,C+,50.0
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.474384000000004,-97.536475,B+,75.0
PATTON ELEMENTARY,TRAVIS COUNTY,30.219651000000002,-97.850444,B,66.67
JOLLYVILLE ELEMENTARY,WILLIAMSON COUNTY,30.4521,-97.753088,0,0.0
CASEY ELEMENTARY,TRAVIS COUNTY,30.155265999999997,-97.81352700000001,D+,25.0
PURPLE SAGE ELEMENTARY,TRAVIS COUNTY,30.456509999999998,-97.822175,0,0.0
OAK MEADOWS ELEMENTARY,TRAVIS COUNTY,30.278809000000003,-97.629912,F,0.0
KIPP AUSTIN OBRAS,TRAVIS COUNTY,30.203721999999996,-97.765935,C-,33.33
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.346536999999998,-97.870793,A,96.67
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.279882,-97.876908,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.312144,-97.49598399999999,D-,8.33
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.252702000000003,-97.583073,0,0.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.295372999999998,-97.760216,A,96.67
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.17553,-97.83239300000001,C-,33.33
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.239565000000002,-97.99622099999999,B-,58.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.052221999999997,-97.693717,0,0.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.199415999999996,-97.978128,B-,58.33
WIELAND ELEMENTARY,TRAVIS COUNTY,30.422217,-97.641367,C+,50.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.353207,-97.78806,A+,100.0
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.432584999999996,-97.62265500000001,B-,58.33
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.233733,-97.59321800000001,0,0.0
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.428812,-97.817451,A+,100.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.151533,-97.81824300000001,C-,33.33
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.335788,-97.932668,A,96.67
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.44796,-97.946675,0,0.0
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.364155,-97.892477,A,96.67
LOIS F GIDDENS ELEMENTARY,WILLIAMSON COUNTY,30.521262,-97.839727,D,16.67
DOSS ELEMENTARY,TRAVIS COUNTY,30.367815000000004,-97.781299,A,96.67
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.417410999999998,-97.899376,B-,58.33
PILLOW ELEMENTARY,TRAVIS COUNTY,30.3719,-97.734701,D,16.67
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.372915000000003,-97.889973,A-,83.34
BROOKE ELEMENTARY,TRAVIS COUNTY,30.253804,-97.69685600000001,D-,8.33
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.374383,-97.841688,B+,75.0
XENIA VOIGT ELEMENTARY,WILLIAMSON COUNTY,30.493333000000003,-97.67281899999999,D,16.67
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.466285,-97.954762,0,0.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.210656,-97.540886,0,0.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.238546999999997,-97.884501,C+,50.0
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.181279999999997,-97.828476,C-,33.33
OAK MEADOWS ELEMENTARY,TRAVIS COUNTY,30.285759000000002,-97.64047,F,0.0
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.321388,-97.99033,B+,75.0
EANES ELEMENTARY,TRAVIS COUNTY,30.298032,-97.799121,A-,83.34
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.1728,-97.633094,D-,8.33
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.249385999999998,-97.880555,C+,50.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.207862,-97.643419,D-,8.33
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.454468,-97.545434,B-,58.33
PADRON ELEMENTARY,TRAVIS COUNTY,30.275024,-97.755018,B-,58.33
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.175765999999996,-97.79480600000001,D,16.67
OLD TOWN ELEMENTARY,WILLIAMSON COUNTY,30.539972,-97.706652,B-,58.33
POPHAM ELEMENTARY,TRAVIS COUNTY,30.127171,-97.614987,D-,8.33
BLUEBONNET ELEMENTARY,BASTROP COUNTY,30.1701,-97.486001,C,41.67
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.134456,-97.75574399999999,B-,58.33
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.245565000000003,-97.55636,0,0.0
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.277025,-97.621907,0,0.0
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.406623,-97.495873,D+,25.0
EANES ELEMENTARY,TRAVIS COUNTY,30.300882,-97.813998,A-,83.34
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.504895,-97.900677,D+,25.0
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.3569,-97.85038399999999,B+,75.0
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.499565000000004,-97.591033,0,0.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.161773999999998,-97.87236999999999,B+,75.0
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.354121999999997,-98.008392,A-,83.34
ZILKER ELEMENTARY,TRAVIS COUNTY,30.253271,-97.773466,B,66.67
OAK SPRINGS ELEMENTARY,TRAVIS COUNTY,30.274406,-97.697019,D-,8.33
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.414572999999997,-97.931657,B,66.67
ZILKER ELEMENTARY,TRAVIS COUNTY,30.251052,-97.777364,B,66.67
ELM GROVE ELEMENTARY,HAYS COUNTY,30.111663,-97.85574799999999,C,41.67
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.420060999999997,-97.896486,B-,58.33
COWAN ELEMENTARY,TRAVIS COUNTY,30.194265,-97.816427,A-,83.34
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.487471000000003,-97.857678,0,0.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.320847999999998,-97.82686,A+,100.0
CASEY ELEMENTARY,TRAVIS COUNTY,30.163981,-97.82172800000001,D+,25.0
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.438814,-97.655952,C,41.67
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.202728999999998,-97.929457,B+,75.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.075896999999998,-97.682302,0,0.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.221956,-97.988187,B-,58.33
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.529685999999998,-97.874815,D+,25.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.303054,-97.83375500000001,A+,100.0
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.217005,-97.803051,F,0.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.321739,-97.524218,D-,8.33
PURPLE SAGE ELEMENTARY,TRAVIS COUNTY,30.461884,-97.824262,0,0.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.330477000000002,-97.80213,A+,100.0
COPPERFIELD ELEMENTARY,TRAVIS COUNTY,30.395146999999998,-97.662989,B-,58.33
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.199734999999997,-97.914649,A,96.67
LINDA HERRINGTON ELEMENTARY,WILLIAMSON COUNTY,30.53235,-97.617962,A,96.67
DAEP- ELEMENTARY,TRAVIS COUNTY,30.248448,-97.758333,0,0.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.067868,-97.668542,0,0.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.129194000000002,-97.59294399999999,D-,8.33
POPHAM ELEMENTARY,TRAVIS COUNTY,30.137238,-97.663552,D-,8.33
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.318639,-97.79689,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.275121999999996,-97.49198,D-,8.33
CEDARS INTERNATIONAL ACADEMY,TRAVIS COUNTY,30.346806,-97.70100000000001,C-,33.33
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.167239000000002,-97.85910200000001,B+,75.0
RIVER OAKS ELEMENTARY,TRAVIS COUNTY,30.407643,-97.693569,C-,33.33
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.346089000000003,-97.86890799999999,A,96.67
CARPENTER HILL ELEMENTARY,HAYS COUNTY,30.090601,-97.886589,B-,58.33
CASEY ELEMENTARY,TRAVIS COUNTY,30.161292,-97.819506,D+,25.0
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.535889,-97.753342,B+,75.0
BLANTON ELEMENTARY,TRAVIS COUNTY,30.302719,-97.689768,C-,33.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.319584999999996,-97.53218000000001,D-,8.33
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.2236,-97.941974,B+,75.0
DELL CHILDREN'S MEDICAL CENTER,TRAVIS COUNTY,30.298452,-97.70235600000001,0,0.0
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.174028000000003,-97.84232800000001,C-,33.33
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.456986999999998,-97.773256,C,41.67
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.430642,-97.83188100000001,A+,100.0
BRYKER WOODS ELEMENTARY,TRAVIS COUNTY,30.310476,-97.755354,A-,83.34
DAEP- ELEMENTARY,TRAVIS COUNTY,30.246801,-97.75465600000001,0,0.0
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.288831,-97.92819300000001,A+,100.0
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.478462,-97.579408,B+,75.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.310740000000003,-97.771599,A,96.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.232390000000002,-97.895128,A,96.67
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.427773,-97.50755500000001,B-,58.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.283766999999997,-97.474847,D-,8.33
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.123723,-97.82815500000001,C-,33.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.336322999999997,-97.75312199999999,B+,75.0
DOSS ELEMENTARY,TRAVIS COUNTY,30.370186999999998,-97.792952,A,96.67
FERN BLUFF ELEMENTARY,WILLIAMSON COUNTY,30.522365,-97.72620400000001,A,96.67
PAULINE NAUMANN ELEMENTARY,WILLIAMSON COUNTY,30.478007,-97.825848,B,66.67
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.325895000000003,-97.73922900000001,B+,75.0
BLACKLAND PRAIRIE ELEMENTARY,WILLIAMSON COUNTY,30.499055,-97.631901,A-,83.34
RUTLEDGE ELEMENTARY,WILLIAMSON COUNTY,30.500674,-97.782104,A-,83.34
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.312784000000004,-97.93262299999999,A+,100.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.306466999999998,-97.870743,A+,100.0
SUNSET VALLEY ELEMENTARY,TRAVIS COUNTY,30.225735999999998,-97.80541099999999,D+,25.0
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.491654999999998,-97.849944,B-,58.33
TRAVIS HTS ELEMENTARY,TRAVIS COUNTY,30.239221999999998,-97.734525,C+,50.0
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.263191,-97.809634,A-,83.34
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.317769000000002,-97.832414,A+,100.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.292131,-97.774474,A,96.67
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.199789000000003,-97.814699,F,0.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.113652000000002,-97.600359,D-,8.33
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.412351,-97.540283,D+,25.0
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.49185,-97.89748,B-,58.33
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.239918,-97.882065,C+,50.0
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.160978000000004,-97.784132,D,16.67
ELM GROVE ELEMENTARY,HAYS COUNTY,30.104814,-97.859029,C,41.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.389423999999998,-97.961217,B,66.67
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.271095000000003,-97.880882,A+,100.0
TEXAS PREPARATORY SCHOOL - AUSTIN CAMPUS,TRAVIS COUNTY,30.318382,-97.67049499999999,0,0.0
KIKER ELEMENTARY,TRAVIS COUNTY,30.180251000000002,-97.890059,A+,100.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.170436,-97.637221,D-,8.33
BLUEBONNET TRAIL ELEMENTARY,TRAVIS COUNTY,30.345882,-97.619027,C,41.67
GALINDO ELEMENTARY,TRAVIS COUNTY,30.235803999999998,-97.778705,D-,8.33
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.177428999999997,-97.82883199999999,C-,33.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.275847,-97.469593,D-,8.33
ODOM ELEMENTARY,TRAVIS COUNTY,30.212,-97.782558,C,41.67
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.296719,-97.961904,B+,75.0
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.294994,-97.961252,B+,75.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.337853000000003,-97.792621,A+,100.0
GULLETT ELEMENTARY,TRAVIS COUNTY,30.341586,-97.743634,A+,100.0
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.346216,-97.91349,A,96.67
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.488026,-97.912295,0,0.0
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.296478999999998,-97.91947900000001,A+,100.0
HARMONY SCHOOL OF INNOVATION - AUSTIN,TRAVIS COUNTY,30.207245,-97.738079,C+,50.0
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.381609,-97.791374,A+,100.0
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.451691999999998,-97.639346,C,41.67
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.290384999999997,-97.954275,B+,75.0
ALLISON ELEMENTARY,TRAVIS COUNTY,30.242283,-97.692786,C,41.67
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.077021999999996,-97.738127,0,0.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.134543,-97.823431,C-,33.33
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.131939000000003,-97.734398,B-,58.33
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.199615,-97.928517,B+,75.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.259786,-97.8859,C+,50.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.133382,-97.575446,D-,8.33
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.283952000000003,-97.87945699999999,A+,100.0
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.436096000000003,-97.79154399999999,A+,100.0
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.383291999999997,-97.512507,D+,25.0
BLUEBONNET TRAIL ELEMENTARY,TRAVIS COUNTY,30.353890999999997,-97.613934,C,41.67
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.1822,-97.641532,D-,8.33
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.344893,-97.850719,A+,100.0
DOSS ELEMENTARY,TRAVIS COUNTY,30.369239,-97.773808,A,96.67
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.449009000000004,-97.758837,B-,58.33
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.365815,-97.670299,B+,75.0
WIELAND ELEMENTARY,TRAVIS COUNTY,30.420818,-97.639833,C+,50.0
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.176238,-97.846339,C-,33.33
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.437027,-97.779393,B-,58.33
WALNUT CREEK ELEMENTARY,TRAVIS COUNTY,30.388953000000004,-97.677428,D-,8.33
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.372233,-97.983388,A-,83.34
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.434265000000003,-97.913314,B-,58.33
DOSS ELEMENTARY,TRAVIS COUNTY,30.352898,-97.77945799999999,A,96.67
FOREST CREEK ELEMENTARY,WILLIAMSON COUNTY,30.525834999999997,-97.61344,B+,75.0
SUNSET VALLEY ELEMENTARY,TRAVIS COUNTY,30.236494,-97.81116999999999,D+,25.0
BATY ELEMENTARY,TRAVIS COUNTY,30.219067,-97.702221,F,0.0
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.344082,-98.006002,A-,83.34
MILLS ELEMENTARY,TRAVIS COUNTY,30.226368,-97.879092,A,96.67
EANES ELEMENTARY,TRAVIS COUNTY,30.293678999999997,-97.815564,A-,83.34
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.180933000000003,-97.85270899999999,C-,33.33
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.302419,-97.684017,D+,25.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.227828999999996,-97.857008,C+,50.0
DOSS ELEMENTARY,TRAVIS COUNTY,30.343790999999996,-97.763347,A,96.67
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.326096000000003,-97.743595,B+,75.0
DOSS ELEMENTARY,TRAVIS COUNTY,30.367584,-97.76388100000001,A,96.67
EANES ELEMENTARY,TRAVIS COUNTY,30.296601000000003,-97.79482900000001,A-,83.34
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.142406,-97.574687,D-,8.33
ZILKER ELEMENTARY,TRAVIS COUNTY,30.257811,-97.77395200000001,B,66.67
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.257378999999997,-97.647019,0,0.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.424640999999998,-97.96413199999999,0,0.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.319049,-97.837377,A+,100.0
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.282132,-97.78733199999999,A-,83.34
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.282001,-97.81618399999999,A-,83.34
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.119341,-97.735355,0,0.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.344406,-97.848458,A+,100.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.092467,-97.767677,0,0.0
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.288421999999997,-97.772014,B+,75.0
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.357846000000002,-97.85884200000001,A-,83.34
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.424915999999996,-97.76038199999999,A,96.67
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.152583,-97.798325,D,16.67
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.149891999999998,-97.74496500000001,B-,58.33
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.435254999999998,-97.825128,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.319089,-97.529616,D-,8.33
POPHAM ELEMENTARY,TRAVIS COUNTY,30.12153,-97.60494399999999,D-,8.33
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.121598,-97.74493199999999,B-,58.33
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.279584000000003,-97.816725,A-,83.34
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.294427000000002,-97.951604,B+,75.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.223678999999997,-97.988778,B-,58.33
HARRIS ELEMENTARY,TRAVIS COUNTY,30.320162,-97.70089300000001,D,16.67
COWAN ELEMENTARY,TRAVIS COUNTY,30.186559999999997,-97.824738,A-,83.34
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.140156,-97.57526999999999,D-,8.33
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.330983000000003,-97.99040699999999,A-,83.34
MCBEE ELEMENTARY,TRAVIS COUNTY,30.395573,-97.69181,B-,58.33
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.288826,-97.77122800000001,B+,75.0
ELM GROVE ELEMENTARY,HAYS COUNTY,30.098759,-97.861708,C,41.67
GREAT OAKS ELEMENTARY,WILLIAMSON COUNTY,30.497057,-97.74341,B+,75.0
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.379521999999998,-97.820363,B+,75.0
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.429583,-97.717439,B-,58.33
MILLS ELEMENTARY,TRAVIS COUNTY,30.211709999999997,-97.88636,A,96.67
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.340021999999998,-97.73361700000001,B+,75.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.155596999999997,-97.651401,D-,8.33
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.286819,-97.767625,B+,75.0
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.45897,-97.571589,B-,58.33
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.342909999999996,-97.909131,A,96.67
JOSEPH GILBERT ELEMENTARY,TRAVIS COUNTY,30.271438,-97.581114,D,16.67
SIMS ELEMENTARY,TRAVIS COUNTY,30.275964000000002,-97.683214,D-,8.33
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.498338,-97.840785,B-,58.33
GALINDO ELEMENTARY,TRAVIS COUNTY,30.226294,-97.763805,D-,8.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.327719000000002,-97.777345,B+,75.0
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.372343,-97.879587,A-,83.34
PAULINE NAUMANN ELEMENTARY,WILLIAMSON COUNTY,30.478578999999996,-97.824966,B,66.67
ELSA ENGLAND ELEMENTARY,WILLIAMSON COUNTY,30.495749,-97.76308,A,96.67
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.149534999999997,-97.739216,B-,58.33
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.158720000000002,-97.832064,C-,33.33
ALLISON ELEMENTARY,TRAVIS COUNTY,30.245623,-97.68372099999999,C,41.67
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.129790000000003,-97.592297,D-,8.33
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.354474,-97.981633,A-,83.34
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.246515999999996,-97.975717,B-,58.33
IDEA RUNDBERG ACADEMY,TRAVIS COUNTY,30.36185,-97.681838,0,0.0
DELCO PRI,TRAVIS COUNTY,30.395903999999998,-97.6465,0,0.0
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.367791999999998,-97.67504699999999,B+,75.0
ELM GROVE ELEMENTARY,HAYS COUNTY,30.104145000000003,-97.878723,C,41.67
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.426610999999998,-97.574485,B-,58.33
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.428433000000002,-97.846005,B-,58.33
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.419722999999998,-97.807486,A+,100.0
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.139115999999998,-97.752825,B-,58.33
COPPERFIELD ELEMENTARY,TRAVIS COUNTY,30.391495000000003,-97.65765999999999,B-,58.33
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.357035999999997,-97.498984,F,0.0
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.273619,-97.630814,0,0.0
DOBIE PK CENTER,TRAVIS COUNTY,30.355357,-97.67609300000001,0,0.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.156513,-97.847951,B+,75.0
RUTLEDGE ELEMENTARY,WILLIAMSON COUNTY,30.501168,-97.778863,A-,83.34
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.202060999999997,-97.943826,B+,75.0
BLACKLAND PRAIRIE ELEMENTARY,WILLIAMSON COUNTY,30.488853999999996,-97.619169,A-,83.34
NYOS - MAGNOLIA MCCULLOUGH CAMPUS,TRAVIS COUNTY,30.382198,-97.703973,0,0.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.3127,-97.78332900000001,A,96.67
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.268718,-97.88233100000001,C+,50.0
HARMONY SCHOOL OF SCIENCE - AUSTIN,TRAVIS COUNTY,30.396240000000002,-97.696066,C,41.67
EANES ELEMENTARY,TRAVIS COUNTY,30.295327,-97.79819599999999,A-,83.34
DELL CHILDREN'S MEDICAL CENTER,TRAVIS COUNTY,30.294033000000002,-97.700802,0,0.0
