school name,school county,alat,alon,grades,schoolScore
WINN ELEMENTARY,TRAVIS COUNTY,30.307005,-97.662965,D-,8.33
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.296453999999997,-97.917115,A+,100.0
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.151836,-97.737882,B-,58.33
SIMS ELEMENTARY,TRAVIS COUNTY,30.281868,-97.680627,D-,8.33
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.356610999999997,-97.826757,A+,100.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.155409000000002,-97.851394,B+,75.0
ANDREWS ELEMENTARY,TRAVIS COUNTY,30.321213,-97.678712,D-,8.33
CARPENTER HILL ELEMENTARY,HAYS COUNTY,30.116677000000003,-97.886274,B-,58.33
BUDA ELEMENTARY,HAYS COUNTY,30.079141999999997,-97.839185,C+,50.0
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.222492,-97.93370999999999,A,96.67
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.375562,-97.902388,A,96.67
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.472109999999997,-97.855542,0,0.0
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.380431,-97.522848,D+,25.0
RUTLEDGE ELEMENTARY,WILLIAMSON COUNTY,30.484543,-97.795501,A-,83.34
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.154372,-97.82706999999999,C-,33.33
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.388275,-97.503637,D+,25.0
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.415177000000003,-97.722098,B-,58.33
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.314017,-97.896431,A+,100.0
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.407528000000003,-97.536172,D+,25.0
BOONE ELEMENTARY,TRAVIS COUNTY,30.203132,-97.85215,B+,75.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.105269,-97.679548,0,0.0
WINDERMERE ELEMENTARY,TRAVIS COUNTY,30.460506,-97.64203,B-,58.33
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.330992,-97.97825,A-,83.34
COOK ELEMENTARY,TRAVIS COUNTY,30.377924,-97.70218299999999,C,41.67
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.483423,-97.88279399999999,0,0.0
RIVER OAKS ELEMENTARY,TRAVIS COUNTY,30.406633000000003,-97.695707,C-,33.33
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.188366,-97.79844,D,16.67
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.359757000000002,-97.977363,A-,83.34
DEEPWOOD ELEMENTARY,WILLIAMSON COUNTY,30.490701,-97.705277,B,66.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.233019,-97.89403399999999,A,96.67
EDEN PARK ACADEMY,TRAVIS COUNTY,30.199178999999997,-97.803962,C+,50.0
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.361849,-97.54993,D+,25.0
HILL ELEMENTARY,TRAVIS COUNTY,30.379641999999997,-97.757069,B+,75.0
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.328222999999998,-97.507707,F,0.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.063327,-97.714443,0,0.0
WIELAND ELEMENTARY,TRAVIS COUNTY,30.423237,-97.64125899999999,C+,50.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.236453000000004,-98.004138,B-,58.33
NORTHWEST ELEMENTARY,TRAVIS COUNTY,30.439805,-97.676659,D-,8.33
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.247939000000002,-97.991176,B-,58.33
HILLCREST ELEMENTARY,TRAVIS COUNTY,30.138627000000003,-97.725617,D-,8.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.101807,-97.67903199999999,0,0.0
NEIDIG ELEMENTARY,BASTROP COUNTY,30.346984000000003,-97.465034,0,0.0
BLUEBONNET TRAIL ELEMENTARY,TRAVIS COUNTY,30.340269,-97.607802,C,41.67
POPHAM ELEMENTARY,TRAVIS COUNTY,30.114289000000003,-97.62750600000001,D-,8.33
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.372079,-97.87796,A-,83.34
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.368716999999997,-97.960113,B,66.67
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.36624,-97.670015,B+,75.0
DAWSON ELEMENTARY,TRAVIS COUNTY,30.241795,-97.763891,C-,33.33
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.179531,-97.918222,B+,75.0
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.45174,-97.76841,C,41.67
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.192974,-97.94134,B+,75.0
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.547307,-97.733272,A-,83.34
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.09334,-97.682424,0,0.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.335784000000004,-97.963851,A-,83.34
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.413898,-97.757756,A,96.67
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.418081,-97.944796,0,0.0
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.372774,-97.653121,B+,75.0
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.466063000000002,-97.761643,C,41.67
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.419921000000002,-97.755832,A,96.67
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.341565999999997,-97.90929,A,96.67
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.438328000000002,-97.81044200000001,A+,100.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.116346000000004,-97.67958,0,0.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.132658000000003,-97.593266,D-,8.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.325121999999997,-97.528921,D-,8.33
ELSA ENGLAND ELEMENTARY,WILLIAMSON COUNTY,30.495069,-97.76904300000001,A,96.67
OVERTON ELEMENTARY,TRAVIS COUNTY,30.29937,-97.640539,D,16.67
GULLETT ELEMENTARY,TRAVIS COUNTY,30.3375,-97.742008,A+,100.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.062951,-97.756852,0,0.0
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.421674,-97.758291,A,96.67
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.079349,-97.751428,0,0.0
DAWSON ELEMENTARY,TRAVIS COUNTY,30.236226000000002,-97.76074399999999,C-,33.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.106782,-97.728461,0,0.0
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.427832000000002,-97.892225,B-,58.33
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.465384999999998,-97.57164399999999,B-,58.33
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.176059000000002,-97.839972,C-,33.33
MANOR ELEMENTARY,TRAVIS COUNTY,30.336266,-97.56281899999999,C,41.67
CACTUS RANCH ELEMENTARY,WILLIAMSON COUNTY,30.539524,-97.718911,A+,100.0
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.321479999999998,-97.786464,B+,75.0
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.392491999999997,-97.80279,A+,100.0
NORTHWEST ELEMENTARY,TRAVIS COUNTY,30.417733000000002,-97.66532600000001,D-,8.33
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.236451000000002,-97.952955,B-,58.33
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.458595000000003,-97.570808,B-,58.33
MCBEE ELEMENTARY,TRAVIS COUNTY,30.375583000000002,-97.69379,B-,58.33
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.25122,-97.556973,0,0.0
OLD TOWN ELEMENTARY,WILLIAMSON COUNTY,30.530979,-97.700458,B-,58.33
MCBEE ELEMENTARY,TRAVIS COUNTY,30.387624,-97.68941600000001,B-,58.33
MCBEE ELEMENTARY,TRAVIS COUNTY,30.389934999999998,-97.685762,B-,58.33
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.347444,-97.99083,A-,83.34
PICKLE ELEMENTARY,TRAVIS COUNTY,30.328033,-97.69515200000001,F,0.0
HARRIS ELEMENTARY,TRAVIS COUNTY,30.314663,-97.69848,D,16.67
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.119864,-97.818382,C-,33.33
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.461658,-97.576933,B-,58.33
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.474712,-97.57542600000001,B-,58.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.336403999999998,-97.764175,B+,75.0
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.346496000000002,-97.727407,B+,75.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.458828000000004,-97.958742,0,0.0
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.244141,-97.944024,A,96.67
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.264615999999997,-97.865864,C+,50.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.312933,-97.531317,D-,8.33
CEDAR CREEK ELEMENTARY,BASTROP COUNTY,30.063737,-97.560917,C,41.67
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.274126000000003,-97.47519100000001,D-,8.33
MILLS ELEMENTARY,TRAVIS COUNTY,30.216765999999996,-97.899739,A,96.67
SMITH ELEMENTARY,TRAVIS COUNTY,30.172783000000003,-97.688677,D+,25.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.302138,-97.499837,D-,8.33
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.125542,-97.738536,B-,58.33
BARRINGTON ELEMENTARY,TRAVIS COUNTY,30.368758000000003,-97.697767,D-,8.33
POPHAM ELEMENTARY,TRAVIS COUNTY,30.108621000000003,-97.641103,D-,8.33
ALLISON ELEMENTARY,TRAVIS COUNTY,30.232882,-97.69878800000001,C,41.67
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.179149,-97.845897,C-,33.33
ELSA ENGLAND ELEMENTARY,WILLIAMSON COUNTY,30.494378,-97.760304,A,96.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.233940999999998,-97.891758,A,96.67
NYOS - MAGNOLIA MCCULLOUGH CAMPUS,TRAVIS COUNTY,30.382820000000002,-97.710188,0,0.0
CASEY ELEMENTARY,TRAVIS COUNTY,30.177658,-97.80960300000001,D+,25.0
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.182888000000002,-97.857569,C-,33.33
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.313603999999998,-97.931221,A+,100.0
WELLS BRANCH ELEMENTARY,TRAVIS COUNTY,30.440601,-97.706142,C-,33.33
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.295452,-97.946057,B+,75.0
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.416598999999998,-97.734563,B-,58.33
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.514758,-97.88064,D+,25.0
JOSLIN ELEMENTARY,TRAVIS COUNTY,30.231135,-97.783301,C-,33.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.489015999999996,-97.60589499999999,B+,75.0
JOSLIN ELEMENTARY,TRAVIS COUNTY,30.222107,-97.787182,C-,33.33
WINN ELEMENTARY,TRAVIS COUNTY,30.313644,-97.668377,D-,8.33
COPPERFIELD ELEMENTARY,TRAVIS COUNTY,30.384114,-97.670574,B-,58.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.309408,-97.514248,D-,8.33
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.160391999999998,-97.854178,B+,75.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.155723,-97.871613,B+,75.0
ORTEGA ELEMENTARY,TRAVIS COUNTY,30.26912,-97.690814,C+,50.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.125975,-97.829378,C-,33.33
BLUEBONNET ELEMENTARY,BASTROP COUNTY,30.165083000000003,-97.494578,C,41.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.22624,-97.630832,0,0.0
PIONEER CROSSING ELEMENTARY,TRAVIS COUNTY,30.360134000000002,-97.63848,C+,50.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.297615000000004,-97.76510999999999,A,96.67
EL DAEP,WILLIAMSON COUNTY,30.470705,-97.778021,0,0.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.122444,-97.83040600000001,C-,33.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.326024,-97.76508199999999,B+,75.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.142666,-97.598715,D-,8.33
POPHAM ELEMENTARY,TRAVIS COUNTY,30.127313,-97.62713199999999,D-,8.33
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.317785999999998,-97.831816,A+,100.0
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.488584000000003,-97.580731,0,0.0
EANES ELEMENTARY,TRAVIS COUNTY,30.296466,-97.811094,A-,83.34
BLOCK HOUSE CREEK ELEMENTARY,WILLIAMSON COUNTY,30.545721,-97.80662,B,66.67
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.150327,-97.737989,B-,58.33
PILLOW ELEMENTARY,TRAVIS COUNTY,30.372195,-97.730648,D,16.67
POPHAM ELEMENTARY,TRAVIS COUNTY,30.129177000000002,-97.646425,D-,8.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.298609000000003,-97.482155,D-,8.33
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.347232,-97.954902,A-,83.34
PEREZ ELEMENTARY,TRAVIS COUNTY,30.165527,-97.766492,D,16.67
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.355006,-97.889229,A,96.67
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.425188000000002,-97.813231,A+,100.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.410545000000003,-97.936304,B,66.67
CALDWELL ELEMENTARY,WILLIAMSON COUNTY,30.473703000000004,-97.65520500000001,0,0.0
PILLOW ELEMENTARY,TRAVIS COUNTY,30.360740000000003,-97.734999,D,16.67
TIMMERMAN ELEMENTARY,TRAVIS COUNTY,30.433745000000002,-97.629473,C,41.67
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.343259999999997,-97.998592,A-,83.34
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.245106,-97.558013,0,0.0
BLANTON ELEMENTARY,TRAVIS COUNTY,30.304101,-97.688652,C-,33.33
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.405196999999998,-97.924198,B,66.67
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.340076,-97.81320699999999,A+,100.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.234128000000002,-97.58546700000001,0,0.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.228638,-97.954872,B-,58.33
POPHAM ELEMENTARY,TRAVIS COUNTY,30.136722999999996,-97.661962,D-,8.33
FERN BLUFF ELEMENTARY,WILLIAMSON COUNTY,30.519695000000002,-97.712518,A,96.67
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.138170000000002,-97.553373,D-,8.33
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.291210999999997,-97.89989,A+,100.0
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.485808000000002,-97.54850400000001,B+,75.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.115178999999998,-97.67404,0,0.0
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.416286,-97.691808,C+,50.0
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.474403999999996,-97.566496,B+,75.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.114086,-97.704758,0,0.0
DESSAU ELEMENTARY,TRAVIS COUNTY,30.406867,-97.629768,C-,33.33
KIKER ELEMENTARY,TRAVIS COUNTY,30.182429,-97.860524,A+,100.0
CEDARS INTERNATIONAL ACADEMY,TRAVIS COUNTY,30.347164000000003,-97.690333,C-,33.33
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.281308000000003,-97.935216,A+,100.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.136692,-97.5809,D-,8.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.302260999999998,-97.47865999999999,D-,8.33
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.304407,-97.956248,B+,75.0
CALDWELL ELEMENTARY,WILLIAMSON COUNTY,30.470370000000003,-97.649325,0,0.0
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.326277,-97.772784,B+,75.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.459363,-97.919283,0,0.0
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.435939,-97.872681,B-,58.33
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.440137,-97.650887,C,41.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.244784000000003,-97.919392,A,96.67
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.364311999999998,-97.96984599999999,A-,83.34
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.317849,-97.814495,A+,100.0
BECKER ELEMENTARY,TRAVIS COUNTY,30.242995,-97.763441,B-,58.33
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.359994,-97.992013,A-,83.34
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.471391999999998,-97.854977,0,0.0
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.152984999999997,-97.737266,B-,58.33
ODOM ELEMENTARY,TRAVIS COUNTY,30.200303,-97.78921,C,41.67
BECKER ELEMENTARY,TRAVIS COUNTY,30.257111,-97.75632,B-,58.33
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.406185999999998,-97.501327,D+,25.0
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.416983000000002,-97.73403,B-,58.33
CASIS ELEMENTARY,TRAVIS COUNTY,30.295745,-97.775631,A,96.67
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.446105,-97.586851,B+,75.0
PATTON ELEMENTARY,TRAVIS COUNTY,30.226,-97.840289,B,66.67
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.443584,-97.612688,C,41.67
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.425743,-97.69421700000001,C+,50.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.294525,-97.496573,D-,8.33
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.161365999999997,-97.826582,C-,33.33
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.419338,-97.898222,B-,58.33
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.352557,-97.83920400000001,A+,100.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.166911,-97.59374100000001,D-,8.33
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.488239,-97.601437,0,0.0
MILLS ELEMENTARY,TRAVIS COUNTY,30.2192,-97.89517,A,96.67
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.42091,-97.856516,B-,58.33
METZ ELEMENTARY,TRAVIS COUNTY,30.24403,-97.724396,F,0.0
GULLETT ELEMENTARY,TRAVIS COUNTY,30.335921999999997,-97.746832,A+,100.0
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.42455,-97.709114,B-,58.33
BLACKSHEAR ELEMENTARY,TRAVIS COUNTY,30.267852,-97.71781800000001,B+,75.0
SUNSET VALLEY ELEMENTARY,TRAVIS COUNTY,30.221901000000003,-97.816797,D+,25.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.269012,-97.881214,C+,50.0
MCBEE ELEMENTARY,TRAVIS COUNTY,30.378615000000003,-97.693074,B-,58.33
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.356461,-97.52299000000001,F,0.0
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.214271000000004,-97.90845999999999,A,96.67
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.442938,-97.928922,0,0.0
EL DAEP,WILLIAMSON COUNTY,30.469554,-97.776022,0,0.0
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.39035,-97.520613,D+,25.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.298871000000002,-97.819518,A-,83.34
WELLS BRANCH LEADERSHIP ACADEMY,TRAVIS COUNTY,30.47263,-97.679486,0,0.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.092165,-97.67553000000001,0,0.0
BOONE ELEMENTARY,TRAVIS COUNTY,30.202779999999997,-97.845895,B+,75.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.303887,-97.775299,A,96.67
OLD TOWN ELEMENTARY,WILLIAMSON COUNTY,30.527165000000004,-97.701583,B-,58.33
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.369634,-98.007515,A-,83.34
PATTON ELEMENTARY,TRAVIS COUNTY,30.220106,-97.857752,B,66.67
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.501514,-97.573815,0,0.0
COWAN ELEMENTARY,TRAVIS COUNTY,30.189548,-97.842977,A-,83.34
REILLY ELEMENTARY,TRAVIS COUNTY,30.320507,-97.737785,B-,58.33
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.367481,-97.518058,F,0.0
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.393310999999997,-97.80611,A+,100.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.223126,-97.627955,0,0.0
LINDER ELEMENTARY,TRAVIS COUNTY,30.220748999999998,-97.737364,D-,8.33
GATTIS ELEMENTARY,WILLIAMSON COUNTY,30.490653000000002,-97.650415,C+,50.0
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.274653999999998,-97.61804000000001,0,0.0
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.456595,-97.630912,C,41.67
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.395453000000003,-97.77805500000001,A+,100.0
CHARLOTTE COX ELEMENTARY,,30.507269,-97.819916,0,0.0
WINDERMERE PRI,TRAVIS COUNTY,30.465624,-97.648014,0,0.0
LOIS F GIDDENS ELEMENTARY,WILLIAMSON COUNTY,30.519607,-97.844708,D,16.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.245887,-97.559213,0,0.0
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.354492999999998,-97.52933,F,0.0
OVERTON ELEMENTARY,TRAVIS COUNTY,30.307396,-97.640141,D,16.67
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.342048,-97.53143399999999,F,0.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.353336,-97.958888,A-,83.34
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.30165,-97.87280799999999,A+,100.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.165515000000003,-97.593905,D-,8.33
WOOLDRIDGE ELEMENTARY,TRAVIS COUNTY,30.371392999999998,-97.712221,D+,25.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.097534000000003,-97.66171999999999,0,0.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.411259,-97.921945,B,66.67
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.371736,-97.859549,B+,75.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.403926000000002,-97.956251,B,66.67
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.368493,-97.895531,A,96.67
READ PRE-K CENTER,TRAVIS COUNTY,30.355003000000004,-97.739642,0,0.0
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.449588000000002,-97.777683,C,41.67
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.425841,-97.70942,B-,58.33
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.239676,-97.893721,C+,50.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.285747999999998,-97.510038,D-,8.33
LIVE OAK ELEMENTARY,WILLIAMSON COUNTY,30.447004999999997,-97.780212,C,41.67
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.369046,-97.986786,A-,83.34
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.284588,-97.886686,A+,100.0
BRYKER WOODS ELEMENTARY,TRAVIS COUNTY,30.31069,-97.74663000000001,A-,83.34
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.258988000000002,-97.913106,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.301538,-97.52250699999999,D-,8.33
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.348409000000004,-97.856336,A-,83.34
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.263544,-97.629863,0,0.0
MANOR ELEMENTARY,TRAVIS COUNTY,30.332760999999998,-97.564042,C,41.67
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.423253000000003,-97.60956,B-,58.33
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.213903000000002,-97.923649,A,96.67
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.145808000000002,-97.81976,C-,33.33
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.442597999999997,-97.757776,B-,58.33
BLACKSHEAR ELEMENTARY,TRAVIS COUNTY,30.272583,-97.718949,B+,75.0
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.3433,-97.5407,F,0.0
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.432088,-97.769406,A,96.67
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.254194000000002,-97.904531,C+,50.0
ODOM ELEMENTARY,TRAVIS COUNTY,30.195273999999998,-97.792332,C,41.67
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.429053999999997,-97.773504,A,96.67
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.375757,-97.938621,B,66.67
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.339772999999997,-97.905785,A,96.67
HARRIS ELEMENTARY,TRAVIS COUNTY,30.312278000000003,-97.698539,D,16.67
VIC ROBERTSON ELEMENTARY,WILLIAMSON COUNTY,30.521855,-97.668681,D+,25.0
BLOCK HOUSE CREEK ELEMENTARY,WILLIAMSON COUNTY,30.530927000000002,-97.82147900000001,B,66.67
REILLY ELEMENTARY,TRAVIS COUNTY,30.334062,-97.724205,B-,58.33
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.244892,-97.935737,A,96.67
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.148194,-97.863955,B+,75.0
HILL ELEMENTARY,TRAVIS COUNTY,30.380473,-97.746955,B+,75.0
SMITH ELEMENTARY,TRAVIS COUNTY,30.204216,-97.684618,D+,25.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.221878000000004,-97.862339,C+,50.0
CASIS ELEMENTARY,TRAVIS COUNTY,30.298541999999998,-97.772515,A,96.67
CYPRESS ELEMENTARY,WILLIAMSON COUNTY,30.450933000000003,-97.842772,B-,58.33
MILLS ELEMENTARY,TRAVIS COUNTY,30.247249,-97.925084,A,96.67
